Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Foxn3	1.77E-61	0.247872219	0.697	0.614	2.30E-57
Gnas	2.30E-61	0.216882113	0.895	0.844	3.00E-57
Baz2b	2.61E-61	0.243323241	0.455	0.318	3.39E-57
Fuca1	3.11E-61	0.233879911	0.408	0.275	4.04E-57
Etf1	3.38E-61	-0.236068365	0.411	0.534	4.39E-57
Lyst	3.50E-61	0.294149789	0.688	0.6	4.55E-57
Dcaf11	4.51E-61	0.225768269	0.424	0.309	5.86E-57
Fam208b	1.09E-60	-0.237276242	0.341	0.471	1.41E-56
Arpc5	1.68E-60	0.218383281	0.7	0.615	2.18E-56
Iqgap1	2.03E-60	0.245098912	0.772	0.679	2.64E-56
Smap2	2.09E-60	0.223282128	0.908	0.866	2.71E-56
Itgal	2.14E-60	0.238807563	0.536	0.425	2.78E-56
Eif2s2	4.84E-60	-0.293872725	0.827	0.876	6.29E-56
Sssca1	7.25E-60	-0.267357515	0.21	0.362	9.42E-56
Pikfyve	1.83E-59	0.239699823	0.567	0.466	2.38E-55
Son	2.13E-59	0.196293335	0.957	0.924	2.77E-55
Mrpl23	2.57E-59	-0.232150582	0.426	0.545	3.35E-55
Ccnd2	3.23E-59	0.41810146	0.66	0.582	4.19E-55
Camk2d	4.22E-59	0.252657742	0.367	0.246	5.49E-55
Btg2	4.63E-59	0.282259895	0.618	0.463	6.02E-55
Lnpep	5.14E-59	0.221210278	0.515	0.404	6.68E-55
Ep300	5.40E-59	0.215209238	0.488	0.36	7.02E-55
Cdc42se2	5.55E-59	0.220935516	0.491	0.375	7.21E-55
Prmt3	6.38E-59	-0.286250551	0.159	0.341	8.30E-55
Man1a	7.29E-59	0.254863351	0.693	0.592	9.48E-55
Tpm3	7.99E-59	0.214532446	0.861	0.801	1.04E-54
Txn2	1.08E-58	-0.221602616	0.355	0.473	1.40E-54
Kansl1	1.85E-58	0.212054865	0.555	0.438	2.40E-54
Lrp10	2.01E-58	0.217262446	0.477	0.362	2.62E-54
Gspt1	3.39E-58	-0.237979069	0.457	0.567	4.41E-54
Jak1	3.45E-58	0.230900992	0.794	0.725	4.48E-54
Pnisr	4.18E-58	0.219147266	0.755	0.669	5.44E-54
Snrpa1	4.86E-58	-0.231557758	0.32	0.446	6.31E-54
Jarid2	9.98E-58	0.268291612	0.617	0.507	1.30E-53
Hspa4	1.33E-57	-0.248333094	0.59	0.678	1.73E-53
mt-Nd3	2.95E-57	0.172209074	0.976	0.962	3.84E-53
Tor1aip1	3.03E-57	0.214296282	0.549	0.43	3.94E-53
Naa50	1.43E-56	-0.226400579	0.331	0.453	1.85E-52
Cluh	1.97E-56	-0.285358939	0.161	0.332	2.56E-52
Ppp1r16b	1.98E-56	0.263657781	0.652	0.553	2.57E-52
Hsp90b1	2.21E-56	0.255240973	0.78	0.731	2.87E-52
Gpr183	2.41E-56	0.374819711	0.583	0.493	3.13E-52
Smarcc1	2.55E-56	-0.236263443	0.437	0.543	3.32E-52
Taf6l	3.42E-56	0.210581044	0.421	0.284	4.45E-52
Polr2a	4.10E-56	0.211681242	0.597	0.497	5.33E-52
Aatf	1.14E-55	-0.267748833	0.179	0.347	1.49E-51
Mpp6	1.62E-55	-0.274744417	0.172	0.343	2.10E-51
Dync1i2	2.20E-55	0.21151703	0.525	0.408	2.86E-51
Gm3448	3.97E-55	-0.240775239	0.223	0.372	5.15E-51
Snx20	4.90E-55	0.230808815	0.388	0.258	6.37E-51
Tcp1	5.03E-55	-0.229958796	0.576	0.668	6.53E-51
Foxp1	6.81E-55	0.226324167	0.962	0.934	8.85E-51
AY036118	9.56E-55	0.205480412	0.723	0.631	1.24E-50
Chchd4	1.32E-54	-0.270583633	0.182	0.34	1.71E-50
Rps5	1.55E-54	-0.139443928	0.998	0.999	2.02E-50
Cox8a	1.97E-54	0.18579374	0.874	0.815	2.56E-50
Cybb	3.94E-54	0.274388198	0.541	0.411	5.12E-50
Metap2	6.94E-54	-0.229141649	0.558	0.658	9.02E-50
Gimap4	7.35E-54	0.246061169	0.588	0.474	9.55E-50
Tacc1	7.36E-54	0.209476016	0.52	0.402	9.56E-50
Cirbp	9.10E-54	0.208957948	0.417	0.295	1.18E-49
Lars	1.05E-53	-0.240929419	0.368	0.488	1.36E-49
H2-T22	1.21E-53	0.294031345	0.308	0.124	1.57E-49
Trmt1	1.39E-53	-0.221932932	0.274	0.413	1.80E-49
Ikzf1	1.56E-53	0.228461311	0.535	0.431	2.03E-49
Snx3	1.60E-53	0.195149872	0.523	0.413	2.08E-49
Crebbp	2.32E-53	0.205612496	0.638	0.533	3.02E-49
Eef2	2.35E-53	-0.207291215	0.884	0.93	3.05E-49
Grb2	2.47E-53	0.198275837	0.859	0.815	3.22E-49
Chchd2	2.96E-53	0.173248708	0.939	0.915	3.84E-49
Ankrd12	6.67E-53	0.2729852	0.666	0.587	8.67E-49
Zfp36l1	7.38E-53	0.246573995	0.957	0.929	9.58E-49
Gpr174	1.39E-52	0.242519547	0.38	0.259	1.81E-48
Tsc22d4	1.74E-52	0.213844612	0.529	0.409	2.26E-48
Icosl	2.41E-52	0.238932826	0.361	0.229	3.14E-48
Ptprcap	2.80E-52	0.244499901	0.766	0.69	3.64E-48
Ccdc86	3.42E-52	-0.245574208	0.202	0.357	4.45E-48
Cox6b1	4.25E-52	0.185305872	0.761	0.678	5.52E-48
Gimap1	7.10E-52	0.227692866	0.609	0.501	9.23E-48
Cd86	1.03E-51	0.238429882	0.455	0.346	1.34E-47
Rpl13a	1.15E-51	0.191186273	0.651	0.567	1.50E-47
Myl12a	1.18E-51	0.19540708	0.556	0.462	1.53E-47
Gimap8	1.21E-51	0.212645282	0.426	0.311	1.58E-47
Prkar1a	1.22E-51	0.199713768	0.693	0.598	1.58E-47
Prpf19	2.79E-51	-0.217911664	0.265	0.402	3.62E-47
Srsf7	3.55E-51	-0.231788925	0.572	0.667	4.61E-47
Ddx10	3.56E-51	-0.226723893	0.309	0.432	4.62E-47
Fkbp4	5.30E-51	-0.21711498	0.323	0.445	6.88E-47
Fnbp1	5.43E-51	0.207979486	0.879	0.841	7.05E-47
Git2	5.61E-51	0.232472744	0.586	0.465	7.29E-47
Rsl24d1	9.37E-51	-0.226833873	0.239	0.377	1.22E-46
Hsp90aa1	1.07E-50	-0.283987102	0.887	0.904	1.39E-46
Rc3h2	1.11E-50	0.203764086	0.432	0.323	1.44E-46
Wdr1	1.42E-50	0.198136138	0.517	0.41	1.84E-46
Hnrnpf	1.45E-50	-0.22070021	0.875	0.913	1.88E-46
Gabarapl2	1.85E-50	0.194474616	0.43	0.308	2.40E-46
Pkig	2.33E-50	0.199577201	0.669	0.571	3.03E-46
Mir17hg	2.80E-50	-0.301060543	0.132	0.31	3.64E-46
Sub1	4.25E-50	0.203720681	0.833	0.782	5.52E-46
Kmt5a	7.02E-50	-0.231764186	0.245	0.386	9.12E-46
Brk1	7.28E-50	0.186730162	0.603	0.507	9.46E-46
Ruvbl1	7.39E-50	-0.229180194	0.241	0.374	9.61E-46
Pcmtd1	8.47E-50	0.225362821	0.404	0.285	1.10E-45
Fcrl1	1.08E-49	0.20277388	0.678	0.607	1.40E-45
Tmbim6	1.20E-49	0.193756459	0.599	0.494	1.56E-45
Mrpl17	1.80E-49	-0.210733201	0.332	0.45	2.34E-45
Sec62	3.29E-49	0.191836924	0.639	0.553	4.28E-45
Diaph1	3.95E-49	0.19759372	0.495	0.384	5.14E-45
Fchsd2	4.15E-49	0.236571954	0.86	0.807	5.40E-45
Malt1	9.04E-49	0.223768948	0.391	0.286	1.17E-44
Polr1a	1.10E-48	-0.226919753	0.237	0.377	1.43E-44
Dennd4b	1.58E-48	0.205134609	0.397	0.276	2.05E-44
Arl6ip1	1.84E-48	0.200710158	0.674	0.574	2.39E-44
Msmo1	1.98E-48	0.248199437	0.467	0.405	2.57E-44
Tank	2.18E-48	0.201607579	0.483	0.376	2.84E-44
Swap70	4.19E-48	0.200551847	0.93	0.908	5.45E-44
Emc6	5.15E-48	-0.200077452	0.413	0.528	6.69E-44
Irf5	5.57E-48	0.197396435	0.482	0.378	7.24E-44
Naa15	5.92E-48	-0.214636798	0.486	0.589	7.69E-44
Ppp1r12a	8.95E-48	0.194043066	0.527	0.411	1.16E-43
Ypel3	9.28E-48	0.211943421	0.414	0.281	1.21E-43
Rsbn1l	9.36E-48	0.190952517	0.583	0.475	1.22E-43
Iars	1.00E-47	-0.225144615	0.278	0.413	1.31E-43
Srpk1	1.02E-47	-0.206259056	0.362	0.472	1.33E-43
Soat1	1.08E-47	0.234041867	0.332	0.19	1.41E-43
Rubcn	1.84E-47	0.202244947	0.461	0.361	2.39E-43
Tgfb1	2.75E-47	0.218986674	0.629	0.552	3.57E-43
Syk	2.88E-47	0.223158447	0.78	0.703	3.74E-43
Scand1	3.03E-47	0.192041064	0.446	0.327	3.93E-43
Gdi2	3.81E-47	0.211234107	0.78	0.721	4.95E-43
Tax1bp1	5.42E-47	0.197290099	0.686	0.593	7.05E-43
Nsf	7.29E-47	0.200029963	0.406	0.292	9.48E-43
Grk2	8.02E-47	0.197564608	0.616	0.535	1.04E-42
Znhit6	8.37E-47	-0.257409324	0.175	0.331	1.09E-42
H2afv	8.54E-47	0.193516065	0.424	0.302	1.11E-42
Arpp19	1.06E-46	0.180797523	0.745	0.672	1.38E-42
Jak2	1.38E-46	0.216424351	0.358	0.245	1.80E-42
Vars	1.62E-46	-0.205885106	0.427	0.538	2.10E-42
Atp5g1	1.96E-46	-0.217201559	0.62	0.686	2.55E-42
Rpl29	2.12E-46	-0.167061305	0.977	0.98	2.76E-42
Gnl2	2.87E-46	-0.218132239	0.252	0.38	3.73E-42
Tmem173	3.57E-46	0.213827043	0.357	0.229	4.64E-42
Esf1	4.33E-46	-0.220061468	0.457	0.568	5.63E-42
Blnk	6.65E-46	0.202090467	0.559	0.46	8.64E-42
Cd83	1.07E-45	0.235644614	0.904	0.859	1.39E-41
Cflar	1.10E-45	0.211840993	0.454	0.369	1.42E-41
Vps28	1.37E-45	0.182017434	0.49	0.386	1.78E-41
Arhgap24	1.46E-45	0.199939845	0.411	0.312	1.89E-41
Cast	1.46E-45	0.21155104	0.362	0.24	1.90E-41
Akna	1.67E-45	0.196342966	0.413	0.313	2.17E-41
Actr2	2.01E-45	0.181797797	0.717	0.636	2.62E-41
Rbm39	2.42E-45	0.162661343	0.966	0.94	3.14E-41
Mirt1	2.68E-45	0.226251714	0.358	0.247	3.49E-41
Atp1a1	3.08E-45	-0.204156948	0.46	0.56	4.00E-41
Cltc	3.28E-45	0.184813667	0.586	0.498	4.26E-41
Tardbp	3.82E-45	-0.210922265	0.608	0.692	4.96E-41
Upf2	4.20E-45	0.185170215	0.486	0.371	5.46E-41
Tcof1	4.50E-45	-0.216729504	0.48	0.586	5.85E-41
Rif1	4.62E-45	-0.222826951	0.313	0.433	6.01E-41
Tnrc6a	5.21E-45	0.187694924	0.57	0.464	6.77E-41
Bcap29	5.74E-45	-0.255877295	0.171	0.327	7.46E-41
2810474O19Rik	7.54E-45	0.221847526	0.499	0.389	9.80E-41
Bax	7.89E-45	-0.204081843	0.476	0.567	1.03E-40
mt-Co3	8.79E-45	0.094788938	1	0.999	1.14E-40
Sin3b	1.01E-44	0.179974115	0.445	0.345	1.31E-40
Ppid	1.06E-44	-0.218664636	0.231	0.363	1.38E-40
Aff4	1.10E-44	0.199389974	0.394	0.272	1.43E-40
Rcsd1	1.61E-44	0.207491291	0.391	0.282	2.09E-40
Pecam1	1.66E-44	0.219153823	0.363	0.259	2.16E-40
Lmo2	1.76E-44	0.219198781	0.408	0.316	2.29E-40
Arid4a	2.09E-44	0.214169765	0.375	0.254	2.71E-40
Fis1	2.33E-44	0.17396308	0.617	0.519	3.03E-40
Atp5k	2.63E-44	0.175161261	0.696	0.613	3.42E-40
Rpl11	2.87E-44	-0.138245858	0.996	0.998	3.73E-40
Serp1	3.10E-44	0.185634826	0.893	0.86	4.03E-40
Ppib	4.25E-44	0.173149688	0.725	0.653	5.52E-40
St13	5.01E-44	-0.231824416	0.645	0.722	6.51E-40
Pou2af1	5.18E-44	0.247987327	0.513	0.405	6.73E-40
Gm10076	7.44E-44	0.158125931	0.933	0.905	9.67E-40
Eif5b	7.77E-44	-0.236458584	0.783	0.836	1.01E-39
Phf14	8.04E-44	0.189900242	0.443	0.332	1.04E-39
Usp36	8.23E-44	-0.24281179	0.181	0.33	1.07E-39
Cd24a	9.20E-44	0.261479581	0.529	0.458	1.20E-39
Psmb9	1.02E-43	0.2337818	0.315	0.172	1.33E-39
Krcc1	1.21E-43	0.189238083	0.417	0.312	1.58E-39
Gm19951	1.66E-43	0.279999739	0.28	0.174	2.16E-39
Cd44	2.04E-43	0.260271633	0.555	0.488	2.66E-39
Map1lc3b	2.06E-43	0.178028605	0.553	0.455	2.67E-39
Spag9	4.22E-43	0.196106028	0.577	0.48	5.48E-39
Trim12a	4.63E-43	0.203037223	0.437	0.315	6.02E-39
Gimap5	5.32E-43	0.200109284	0.376	0.271	6.92E-39
Pprc1	6.48E-43	-0.262934401	0.142	0.31	8.41E-39
Bop1	7.58E-43	-0.239622859	0.175	0.324	9.84E-39
Rps11	8.41E-43	-0.13747036	0.997	0.999	1.09E-38
Cox17	8.86E-43	0.182899106	0.548	0.454	1.15E-38
Hnrnpr	9.49E-43	-0.224860662	0.624	0.729	1.23E-38
Tnrc6b	1.04E-42	0.20044255	0.516	0.404	1.35E-38
Cycs	1.81E-42	-0.198154251	0.421	0.518	2.36E-38
Cd82	3.46E-42	0.203576001	0.435	0.329	4.50E-38
Bmp2k	4.45E-42	0.198360958	0.432	0.33	5.78E-38
Gimap3	5.02E-42	0.200386011	0.444	0.348	6.53E-38
Rabep2	6.50E-42	0.186250495	0.422	0.325	8.44E-38
Actg1	6.52E-42	0.214274609	0.823	0.792	8.47E-38
Capg	7.03E-42	0.193780258	0.394	0.291	9.14E-38
Elf1	8.92E-42	0.185087541	0.524	0.42	1.16E-37
Ccdc50	9.86E-42	0.20482186	0.44	0.362	1.28E-37
Fcrla	1.07E-41	0.231110272	0.435	0.321	1.39E-37
Tomm70a	1.33E-41	-0.197015901	0.39	0.483	1.73E-37
Sdf4	1.44E-41	0.172610258	0.548	0.444	1.87E-37
Ccni	1.48E-41	0.187308781	0.384	0.27	1.93E-37
Fcmr	2.16E-41	0.221740768	0.468	0.359	2.80E-37
Sh3bp5	3.08E-41	0.198361734	0.633	0.555	4.00E-37
Mrpl15	3.11E-41	-0.19163403	0.319	0.426	4.04E-37
Tln1	3.27E-41	0.178427314	0.58	0.487	4.25E-37
Sugt1	3.84E-41	0.1765341	0.415	0.307	4.99E-37
Nom1	3.89E-41	-0.194319541	0.33	0.436	5.06E-37
Eif4b	5.15E-41	-0.186701725	0.393	0.494	6.70E-37
Nip7	5.78E-41	-0.19392148	0.279	0.394	7.51E-37
Eef1e1	6.99E-41	-0.234223971	0.18	0.328	9.08E-37
Cox5a	7.16E-41	-0.190385423	0.681	0.741	9.30E-37
Supt4a	9.42E-41	0.169168281	0.528	0.437	1.22E-36
Utp14a	1.08E-40	-0.20140744	0.28	0.397	1.40E-36
Thap12	1.10E-40	-0.202917979	0.254	0.376	1.43E-36
Eif3i	1.20E-40	-0.184186284	0.486	0.573	1.57E-36
Srebf2	1.38E-40	0.181394718	0.645	0.577	1.79E-36
Tes	1.55E-40	0.193737827	0.403	0.309	2.02E-36
Pafah1b1	1.93E-40	0.175134067	0.674	0.583	2.51E-36
H2-DMb2	2.02E-40	0.192724397	0.422	0.328	2.62E-36
Strap	2.12E-40	-0.190227164	0.321	0.427	2.76E-36
Ablim1	2.18E-40	0.212853733	0.571	0.488	2.84E-36
Pdcd4	2.70E-40	0.199934052	0.528	0.445	3.51E-36
Zmym5	2.86E-40	0.182495657	0.415	0.308	3.72E-36
Crlf3	3.13E-40	0.184655402	0.447	0.346	4.07E-36
Hivep1	3.23E-40	0.192294286	0.444	0.355	4.19E-36
Stat6	3.95E-40	0.177112078	0.539	0.448	5.14E-36
Arpc4	3.96E-40	0.170778272	0.466	0.372	5.14E-36
Mir142hg	4.43E-40	0.1910468	0.363	0.249	5.75E-36
Zfp62	4.74E-40	0.181677457	0.604	0.508	6.16E-36
Trim28	5.41E-40	-0.186261433	0.305	0.422	7.03E-36
Pou2f2	6.07E-40	0.171010992	0.977	0.966	7.89E-36
1810037I17Rik	6.51E-40	0.181478969	0.385	0.277	8.46E-36
Mphosph8	6.54E-40	0.179522867	0.475	0.391	8.50E-36
Slfn2	7.02E-40	0.23070947	0.582	0.489	9.13E-36
Ehd1	7.14E-40	0.19286699	0.542	0.459	9.28E-36
P2ry10	7.60E-40	0.223497088	0.479	0.368	9.87E-36
Wasf2	1.19E-39	0.172108226	0.586	0.5	1.55E-35
Arhgap30	2.44E-39	0.185571235	0.737	0.665	3.17E-35
Dnajc2	3.00E-39	-0.203792288	0.502	0.601	3.90E-35
Slc12a6	3.86E-39	0.185013016	0.413	0.307	5.02E-35
Med13	4.98E-39	0.17798173	0.564	0.463	6.47E-35
Atp5b	6.55E-39	-0.202420497	0.745	0.798	8.51E-35
Twistnb	6.92E-39	-0.185618266	0.381	0.483	9.00E-35
Snrpb	8.03E-39	-0.192882909	0.661	0.719	1.04E-34
Dock10	8.99E-39	0.205712635	0.542	0.46	1.17E-34
Samsn1	1.09E-38	0.231861204	0.329	0.222	1.42E-34
Bin1	1.20E-38	0.179027983	0.434	0.333	1.55E-34
Nckap1l	1.23E-38	0.180091608	0.372	0.258	1.60E-34
Dnaja1	1.41E-38	0.172398463	0.774	0.722	1.83E-34
Paip2	1.50E-38	0.172736642	0.476	0.379	1.95E-34
Eif3d	1.77E-38	-0.186184312	0.495	0.59	2.30E-34
Wdr83os	1.79E-38	-0.180983005	0.338	0.443	2.33E-34
Ralgps2	1.91E-38	0.205621785	0.503	0.395	2.49E-34
Stat3	2.19E-38	0.191259259	0.683	0.6	2.84E-34
Rtf1	2.57E-38	0.171630316	0.597	0.518	3.35E-34
Gadd45b	2.94E-38	0.232213805	0.581	0.534	3.81E-34
Nrd1	3.15E-38	0.177812782	0.607	0.529	4.09E-34
Ppat	4.08E-38	-0.259651658	0.137	0.299	5.30E-34
Glrx3	4.42E-38	-0.191199053	0.27	0.379	5.74E-34
Cdk2ap2	5.13E-38	0.188585685	0.384	0.28	6.67E-34
Arhgap45	6.72E-38	0.20931755	0.523	0.417	8.74E-34
Mpc1	6.87E-38	0.179204024	0.48	0.391	8.92E-34
Ik	8.43E-38	0.166264644	0.522	0.429	1.09E-33
Wdr75	8.96E-38	-0.21796731	0.2	0.343	1.16E-33
Fdps	9.96E-38	0.206104224	0.364	0.293	1.29E-33
Ipo7	1.03E-37	-0.192761243	0.275	0.386	1.34E-33
Zcchc7	1.03E-37	0.179985278	0.723	0.644	1.34E-33
Rab14	1.12E-37	0.166795744	0.609	0.526	1.45E-33
Knop1	1.24E-37	-0.190982383	0.335	0.444	1.61E-33
Nfkb1	1.95E-37	0.172354765	0.919	0.883	2.54E-33
Prmt5	2.46E-37	-0.203346602	0.23	0.359	3.19E-33
Ndufb11	2.98E-37	0.158273904	0.541	0.442	3.87E-33
Cr1l	3.10E-37	0.179546815	0.468	0.383	4.03E-33
Mier1	3.78E-37	0.172121566	0.603	0.526	4.92E-33
Myh9	4.02E-37	0.195164057	0.678	0.595	5.23E-33
Trim44	4.24E-37	-0.183670549	0.39	0.479	5.51E-33
St3gal6	4.97E-37	0.225969227	0.296	0.187	6.45E-33
Rap1b	5.03E-37	0.168816121	0.55	0.466	6.54E-33
Adss	5.43E-37	-0.183063131	0.337	0.441	7.06E-33
Cul3	5.50E-37	0.169650661	0.555	0.479	7.14E-33
Tpm4	6.61E-37	0.207811971	0.325	0.21	8.58E-33
Eapp	9.71E-37	0.164930096	0.442	0.354	1.26E-32
Bank1	1.03E-36	0.22373543	0.636	0.548	1.34E-32
Gm16286	1.09E-36	-0.173318228	0.374	0.472	1.42E-32
Cct4	1.12E-36	-0.182502959	0.499	0.575	1.45E-32
Rps26	1.31E-36	-0.126416259	0.999	0.999	1.70E-32
Nol11	1.64E-36	-0.182051381	0.312	0.416	2.13E-32
Pgam1	1.72E-36	-0.179914203	0.33	0.427	2.24E-32
Phf20l1	1.87E-36	0.172450047	0.487	0.395	2.43E-32
Abi1	2.38E-36	0.166429744	0.446	0.348	3.09E-32
mt-Atp6	4.43E-36	0.074214815	1	0.999	5.76E-32
Gmfg	4.89E-36	0.17076871	0.459	0.362	6.35E-32
Epb41l2	5.39E-36	0.176266597	0.581	0.501	7.01E-32
Rabac1	5.73E-36	0.1637248	0.557	0.469	7.45E-32
Arpc1b	5.80E-36	0.153604482	0.847	0.795	7.54E-32
Fam49b	6.12E-36	0.164990698	0.576	0.498	7.95E-32
Kdm5a	6.33E-36	0.17087204	0.589	0.502	8.22E-32
Exosc5	6.33E-36	-0.230876294	0.161	0.31	8.22E-32
Ube2b	1.19E-35	0.1630693	0.51	0.423	1.54E-31
Uqcc2	1.39E-35	-0.178527061	0.333	0.43	1.81E-31
Ppp1r10	1.43E-35	0.170930891	0.398	0.31	1.86E-31
Pnrc1	1.87E-35	0.171393037	0.422	0.325	2.42E-31
Fcgr2b	1.92E-35	0.195063958	0.354	0.254	2.49E-31
Csnk1a1	2.10E-35	0.159473077	0.717	0.653	2.73E-31
Polr1b	3.11E-35	-0.282529647	0.1	0.283	4.04E-31
Gpr18	3.95E-35	0.179981911	0.368	0.26	5.13E-31
Stag2	4.26E-35	0.166041362	0.45	0.343	5.53E-31
Tbc1d1	4.40E-35	0.17247249	0.379	0.278	5.72E-31
Prkcd	5.16E-35	0.171859726	0.488	0.389	6.70E-31
Ppdpf	6.11E-35	0.163558284	0.457	0.36	7.95E-31
Chmp2a	6.67E-35	0.161092917	0.498	0.417	8.67E-31
Rnf167	6.90E-35	0.174817058	0.354	0.243	8.96E-31
Rac1	7.34E-35	0.156710276	0.473	0.381	9.54E-31
Prkcb	8.13E-35	0.172180508	0.481	0.409	1.06E-30
Wdr46	8.85E-35	-0.224177254	0.168	0.309	1.15E-30
Sra1	9.28E-35	0.159547876	0.419	0.31	1.21E-30
Ccdc82	1.64E-34	0.23614977	0.283	0.141	2.12E-30
Rapgef6	1.68E-34	0.174770782	0.734	0.68	2.18E-30
Taok1	1.74E-34	0.162469481	0.441	0.351	2.26E-30
Reep3	1.76E-34	0.170707624	0.423	0.332	2.29E-30
Atp5g2	1.76E-34	-0.174060054	0.786	0.824	2.29E-30
Gars	1.78E-34	-0.196456622	0.242	0.353	2.31E-30
Nop2	2.19E-34	-0.248123939	0.132	0.298	2.84E-30
Cyth1	2.83E-34	0.177251225	0.517	0.425	3.68E-30
Gm31243	3.72E-34	0.199100795	0.318	0.221	4.83E-30
Tbcb	4.11E-34	0.165325373	0.368	0.263	5.35E-30
Arid5b	4.51E-34	0.206659333	0.338	0.245	5.86E-30
BC005537	4.61E-34	0.158965325	0.632	0.552	5.99E-30
Dynlrb1	5.76E-34	0.186354433	0.319	0.199	7.48E-30
Capzb	5.84E-34	0.153824506	0.613	0.529	7.59E-30
Eif4e	5.99E-34	-0.178099965	0.288	0.396	7.78E-30
Sumo1	7.00E-34	0.152793964	0.584	0.499	9.10E-30
Gngt2	7.18E-34	0.199361527	0.311	0.197	9.34E-30
Arf5	7.96E-34	0.149352065	0.616	0.532	1.03E-29
Mndal	1.07E-33	0.19852063	0.464	0.362	1.39E-29
Ifrd2	1.08E-33	-0.277418071	0.105	0.277	1.40E-29
Cmip	1.22E-33	0.165377647	0.434	0.35	1.59E-29
Amn1	1.30E-33	0.200163268	0.324	0.217	1.69E-29
Pik3cd	1.90E-33	0.175154778	0.353	0.249	2.47E-29
Brd9	1.93E-33	0.16555509	0.373	0.273	2.50E-29
H2-T23	2.45E-33	0.209914414	0.304	0.171	3.18E-29
Rab11b	2.86E-33	0.153392758	0.478	0.387	3.72E-29
Kras	2.95E-33	0.166722448	0.645	0.589	3.83E-29
Zeb2	4.78E-33	0.205556618	0.416	0.349	6.21E-29
D8Ertd738e	7.05E-33	0.147450941	0.653	0.572	9.17E-29
Tmem131l	7.46E-33	0.173488254	0.678	0.611	9.69E-29
Phb	7.86E-33	-0.196409332	0.205	0.331	1.02E-28
Ndufb9	7.89E-33	0.147084054	0.599	0.52	1.03E-28
Immt	1.13E-32	-0.1733088	0.431	0.522	1.47E-28
Rpl3	1.17E-32	-0.146915072	0.983	0.987	1.52E-28
Ighd	1.89E-32	0.166776849	0.932	0.9	2.45E-28
Rpl28	2.07E-32	-0.122837021	0.998	0.998	2.69E-28
Lsm5	3.28E-32	0.147331357	0.47	0.386	4.26E-28
Ptpn18	3.47E-32	0.164734372	0.435	0.348	4.51E-28
Bcl3	3.53E-32	0.159780312	0.429	0.343	4.59E-28
Ankrd49	3.72E-32	-0.180107914	0.294	0.397	4.84E-28
Sem1	4.62E-32	0.142061681	0.8	0.748	6.00E-28
Il10ra	5.49E-32	0.198222555	0.303	0.191	7.14E-28
Ywhaz	5.63E-32	0.156618733	0.769	0.706	7.32E-28
Fam169b	5.76E-32	0.163556062	0.434	0.341	7.48E-28
Lsm6	5.84E-32	-0.161192368	0.424	0.513	7.59E-28
Ifngr2	6.12E-32	0.158414732	0.454	0.369	7.96E-28
Gsk3b	6.46E-32	0.166849396	0.374	0.272	8.40E-28
Sod1	6.68E-32	0.155953073	0.443	0.361	8.69E-28
Capza1	8.01E-32	0.150352432	0.499	0.419	1.04E-27
Itch	1.00E-31	0.155445732	0.409	0.314	1.30E-27
Smchd1	1.05E-31	0.175467648	0.567	0.479	1.36E-27
Setd2	1.51E-31	0.158699875	0.534	0.45	1.96E-27
Dph5	1.70E-31	-0.191204614	0.208	0.34	2.21E-27
Iqsec1	1.90E-31	0.161141685	0.532	0.457	2.47E-27
Hmgcs1	1.90E-31	0.219634812	0.522	0.474	2.47E-27
Atp5j	1.94E-31	0.145474658	0.746	0.688	2.52E-27
Fkbp1a	2.04E-31	-0.169314186	0.309	0.409	2.65E-27
Rsrp1	2.30E-31	0.158290259	0.661	0.594	2.99E-27
Itsn2	3.15E-31	0.156743987	0.501	0.423	4.09E-27
7-Sep	4.63E-31	0.153408112	0.58	0.512	6.01E-27
Pes1	5.47E-31	-0.168534948	0.312	0.408	7.11E-27
Dnttip2	5.81E-31	-0.17135649	0.37	0.452	7.55E-27
Cd69	6.35E-31	0.249481832	0.61	0.517	8.25E-27
Kars	8.12E-31	-0.17634729	0.249	0.349	1.06E-26
Spcs2	8.53E-31	0.144663637	0.531	0.456	1.11E-26
Cd3eap	1.01E-30	-0.266554585	0.111	0.274	1.31E-26
Mef2a	1.02E-30	0.160112201	0.375	0.273	1.32E-26
Dcaf8	1.05E-30	0.150459892	0.483	0.398	1.36E-26
Cacybp	1.10E-30	-0.171707122	0.398	0.479	1.43E-26
Bcl6	1.15E-30	0.176172477	0.36	0.27	1.50E-26
Wdr26	1.21E-30	0.150604911	0.504	0.426	1.58E-26
Gcn1l1	1.36E-30	-0.162494526	0.363	0.459	1.77E-26
Zfp318	1.70E-30	0.186272921	0.561	0.499	2.21E-26
Ddx3y	2.04E-30	0.158544318	0.504	0.435	2.65E-26
Noc3l	2.11E-30	-0.214287958	0.172	0.303	2.74E-26
Dis3	2.45E-30	-0.219388432	0.159	0.296	3.19E-26
Hnrnpa2b1	5.13E-30	0.130210013	0.944	0.937	6.66E-26
Sppl2a	5.74E-30	0.161572621	0.36	0.273	7.46E-26
Lsm12	5.81E-30	-0.159167128	0.394	0.484	7.55E-26
Tubb5	6.00E-30	0.164325713	0.557	0.49	7.80E-26
Bcar3	7.59E-30	0.15537752	0.492	0.413	9.86E-26
Zcchc11	8.12E-30	0.162748664	0.748	0.685	1.06E-25
