gid	dmso	jq1	chr	start	end	gname	else	dir	len	type	type2	LFC
639	0.333333333333333	0.142857142857143	chr6	106534194	106557814	PRDM1	0	+	23621	yes	up	-1.22239242133645
641	0.0421810699588477	0.0201850294365013	chr15	91260557	91358692	BLM	0	+	98136	no	no	-1.0633100000368
642	0.0287277701778386	0.0210674157303371	chr17	28575212	28619184	BLMH	0	-	43973	no	no	-0.447432662184202
644	0.045	0.0276497695852535	chr7	43798271	43846941	BLVRA	0	+	48671	yes	down	-0.702657543390911
645	0.0925449871465296	0.0731707317073171	chr19	40953690	40971725	BLVRB	0	-	18036	no	no	-0.338888160353048
648	0.127272727272727	0.0727969348659004	chr10	22610138	22620414	BMI1	0	+	10277	no	no	-0.805973691659243
649	0.016120365394949	0.0193050193050193	chr8	22022652	22069840	BMP1	0	+	47189	no	no	0.260091551651441
652	0.0326409495548961	0.0208568207440812	chr14	54416454	54423554	BMP4	0	-	7101	no	no	-0.646163766127553
655	0.0574712643678161	0.0367647058823529	chr20	55743808	55841707	BMP7	0	-	97900	no	no	-0.644519345401611
656	0.0986111111111111	0.0461538461538462	chr1	40223902	40254533	BMP8B	0	-	30632	no	no	-1.09529933548231
657	0.0316992259491338	0.0208415257569799	chr10	88516395	88684945	BMPR1A	0	+	168551	no	no	-0.604986714547139
659	0.0132311977715877	0.0121951219512195	chr2	203241049	203432474	BMPR2	0	+	191426	no	no	-0.117639484238618
661	0.146853146853147	0.136904761904762	chr8	22102618	22108680	POLR3D	0	+	6063	no	no	-0.101201552722118
662	0.121019108280255	0.0647058823529412	chr5	172571444	172591390	BNIP1	0	+	19947	yes	down	-0.903266082052363
663	0.101376720901126	0.0436187399030695	chr15	59955061	59981642	BNIP2	0	-	26582	no	no	-1.21670640700744
664	0.569620253164557	0.25974025974026	chr10	133781203	133795435	BNIP3	0	-	14233	no	no	-1.13293079396011
665	0.126582278481013	0.0579150579150579	chr8	26240522	26270644	BNIP3L	0	+	30123	no	no	-1.12806503878829
666	0.0765349032800673	0.0521327014218009	chr2	242498145	242513553	BOK	0	+	15409	yes	down	-0.553929210522929
667	0.00311260977507689	0.00216220986673727	chr6	56322784	56819426	DST	0	-	496643	no	no	-0.525618159224604
669	0.702380952380952	0.631067961165049	chr7	134331530	134364567	BPGM	0	+	33038	no	no	-0.154458340737845
670	0.229540918163673	0.12	chr6	3118925	3153432	BPHL	0	+	34508	yes	down	-0.935716946802735
672	0.0398230088495575	0.023841059602649	chr17	41196311	41277500	BRCA1	0	-	81190	no	no	-0.740153871797253
673	0.0389150943396226	0.0192612137203166	chr7	140433812	140624564	BRAF	0	-	190753	no	no	-1.01463123897369
675	0.195286195286195	0.102666666666667	chr13	32889616	32973809	BRCA2	0	+	84194	no	no	-0.927622119015148
677	0.0395215808632345	0.012865090403338	chr14	69254371	69262960	ZFP36L1	0	-	8590	no	no	-1.61917906091404
678	0.244444444444444	0.1875	chr2	43449540	43453745	ZFP36L2	0	-	4206	no	no	-0.382616021586466
682	0.00510529674537333	0.00197316495659037	chr19	571276	583493	BSG	0	+	12218	no	no	-1.37148324978087
684	0.0833333333333333	0.111111111111111	chr19	17513747	17516457	BST2	0	-	2711	no	no	0.415037499278844
685	0.154228855721393	0.076271186440678	chr4	75671447	75719882	BTC	0	-	48436	no	no	-1.01586266712748
686	0.0533333333333333	0.0358056265984655	chr3	15642858	15687328	BTD	0	+	44471	no	no	-0.574851184753867
689	0.135964912280702	0.129930394431555	chr5	72794249	72801448	BTF3	0	+	7200	no	no	-0.0654954332536277
694	1.34049079754601	0.516908212560386	chr12	92534053	92539673	BTG1	0	-	5621	no	no	-1.3747812863677
695	0.27027027027027	0.363636363636364	chrX	100604434	100645784	BTK	0	-	41351	no	no	0.42809365210429
699	0.0201793721973094	0.0128913443830571	chr2	111395274	111435684	BUB1	0	-	40411	no	no	-0.646478567268765
701	0.0154494382022472	0.0119047619047619	chr15	40453209	40513337	BUB1B	0	+	60129	no	no	-0.37601561044966
705	0.0459016393442623	0.0469255663430421	chr6	41888964	41900784	BYSL	0	+	11821	yes	down	0.031828477615842
706	0.056298773690078	0.0179977502812148	chr22	43547519	43559248	TSPO	0	+	11730	no	no	-1.6452869166623
708	0.102040816326531	0.0515320334261838	chr17	5336098	5342471	C1QBP	0	-	6374	no	no	-0.985604918966256
715	0.390243902439024	0.148809523809524	chr12	7187514	7245043	C1R	0	-	57530	yes	up	-1.39090922838595
726	0.148325358851675	0.0833333333333333	chr11	76777991	76837198	CAPN5	0	+	59208	no	no	-0.831799679027149
734	0.081447963800905	0.0445414847161572	chr8	90914095	90940095	OSGIN2	0	+	26001	no	no	-0.870728983063692
738	0.12	0.111111111111111	chr11	64863586	64879332	VPS51	0	+	15747	no	no	-0.111031312388744
740	0.249357326478149	0.116834170854271	chr11	64889654	64894841	MRPL49	0	+	5188	no	no	-1.09375230663655
745	0.021783526208305	0.0118811881188119	chr11	61520120	61555989	MYRF	0	+	35870	no	no	-0.874558396361721
746	0.447513812154696	0.198198198198198	chr11	61556601	61560085	TMEM258	0	-	3485	no	no	-1.17498836351423
747	0.0182704019488429	0.0248138957816377	chr11	61447904	61514474	DAGLA	0	+	66571	yes	down	0.441639882528681
752	0.0612244897959184	0.0182481751824818	chr17	43299291	43324683	FMNL1	0	+	25393	no	no	-1.74635664467911
754	0.0379338175948345	0.0308605341246291	chr21	46269499	46293818	PTTG1IP	0	-	24320	no	no	-0.297721537465164
755	0.0840840840840841	0.0615384615384615	chr21	45748826	45759285	C21orf2	0	-	10460	no	no	-0.450344368014797
757	0.113259668508287	0.0620067643742954	chr21	34804792	34852316	TMEM50B	0	-	47525	no	no	-0.869136698311283
760	0.357142857142857	0.415094339622642	chr8	86376130	86393721	CA2	0	+	17592	no	no	0.21693799124434
767	0.457142857142857	0.0833333333333333	chr8	61101422	61193954	CA8	0	-	92533	no	no	-2.45567948377619
770	0.0463917525773196	0.0429447852760736	chr19	49141271	49149451	CA11	0	-	8181	no	no	-0.111385391428658
771	0.1	0.131578947368421	chr15	63615729	63674309	CA12	0	-	58581	no	no	0.395928676331139
775	0.00995024875621891	0.0099009900990099	chr12	2162415	2807115	CACNA1C	0	+	644701	no	no	-0.00715979157286613
782	0.0633130962705984	0.0361305361305361	chr17	37329708	37353956	CACNB1	0	-	24249	no	no	-0.809285288340916
783	0.0148148148148148	0.0135135135135135	chr10	18429605	18830688	CACNB2	0	+	401084	no	no	-0.132637768578119
784	0.11873840445269	0.0486486486486487	chr12	49208214	49222726	CACNB3	0	+	14513	no	no	-1.28731499632149
785	0.00356930398572278	0.00170794192997438	chr2	152689285	152955593	CACNB4	0	-	266309	yes	down	-1.0633838519862
788	0.0397350993377483	0.0232018561484919	chr3	48894355	48936426	SLC25A20	0	-	42072	no	no	-0.776173725597813
790	0.0286864620030196	0.029833620195066	chr2	27440257	27466654	CAD	0	+	26398	no	no	0.0565690071003355
794	0.718181818181818	0.841269841269841	chr16	71392615	71424342	CALB2	0	+	31728	no	no	0.22821949641084
801	0.604255319148936	0.45446507515473	chr14	90863326	90874619	CALM1	0	+	11294	no	no	-0.410988837735625
805	0.301690507152146	0.14075165806927	chr2	47387220	47403740	CALM2	0	-	16521	no	no	-1.09991738454885
808	0.131447587354409	0.0572972972972973	chr19	47104511	47114039	CALM3	0	+	9529	no	no	-1.19794866830639
811	0.205811138014528	0.136166522116219	chr19	13049413	13055304	CALR	0	+	5892	no	no	-0.595949013478402
813	0.0700680272108844	0.0238907849829352	chr7	128379345	128413477	CALU	0	+	34133	no	no	-1.55230201982414
814	0.0189189189189189	0.0170940170940171	chr5	110559946	110820748	CAMK4	0	+	260803	no	no	-0.146338181124696
817	0.00318788603307432	0.00447479981158738	chr4	114372187	114683083	CAMK2D	0	-	310897	yes	down	0.489223088297717
818	0.0392431674842327	0.042957042957043	chr10	75572258	75634349	CAMK2G	0	-	62092	no	no	0.130453193284264
819	0.195918367346939	0.0892307692307692	chr5	134074169	134087850	CAMLG	0	+	13682	no	no	-1.13463947450683
821	0.0426497277676951	0.0381784728610856	chr5	179125929	179158639	CANX	0	+	32711	no	no	-0.159777136786864
822	0.0744416873449131	0.0234375	chr2	85621870	85641197	CAPG	0	-	19328	no	no	-1.66729206635939
823	0.022938623682579	0.0142579390797148	chr11	64948685	64979477	CAPN1	0	+	30793	no	no	-0.686013370406745
824	0.00234917245061399	0.00148841165213693	chr1	223889294	223963720	CAPN2	0	+	74427	no	no	-0.658379034307267
825	0.00518134715025907	0.0125	chr15	42651697	42704515	CAPN3	0	+	52819	yes	up	1.27052894238072
826	0.0880626223091976	0.0331447049312854	chr19	36630917	36641255	CAPNS1	0	+	10339	no	no	-1.40975139575034
829	0.02280348759222	0.0148396361895644	chr1	113162074	113214241	CAPZA1	0	+	52168	no	no	-0.61979876564713
830	0.0133502860775588	0.0103734439834025	chr7	116502562	116559313	CAPZA2	0	+	56752	no	no	-0.363975708705673
831	0.0134502923976608	0.00482832618025751	chr5	95997740	96110385	CAST	0	+	112646	no	no	-1.47804248949572
832	0.0127978817299206	0.00897803247373448	chr1	19665266	19812135	CAPZB	0	-	146870	no	no	-0.51143381944759
833	0.016850291639663	0.00782268578878748	chr11	3022151	3078681	CARS	0	-	56531	no	no	-1.10703763835213
835	0.0773955773955774	0.042358803986711	chr7	142985307	143004789	CASP2	0	+	19483	no	no	-0.869589274021876
836	0.308641975308642	0.0986547085201794	chr4	185548849	185570629	CASP3	0	-	21781	no	no	-1.64547446817311
837	0.0138248847926267	0.0116731517509728	chr11	104813593	104839325	CASP4	0	-	25733	no	no	-0.244073316749399
839	0.241610738255034	0.135678391959799	chr4	110609784	110624629	CASP6	0	-	14846	no	no	-0.832493599360331
840	0.00517129928894635	0.00262927256792287	chr10	115438920	115490668	CASP7	0	+	51749	yes	up	-0.97586309411849
841	0.0118715083798883	0.0114777618364419	chr2	202098165	202152434	CASP8	0	+	54270	no	no	-0.048661909854506
842	0.0451127819548872	0.0106951871657754	chr1	15817895	15851285	CASP9	0	-	33391	no	no	-2.0765745251076
843	0.00952380952380952	0.0189873417721519	chr2	202047620	202094129	CASP10	0	+	46510	no	no	0.995427270210176
847	0.135231316725979	0.0700280112044818	chr11	34460471	34493607	CAT	0	+	33137	no	no	-0.949425267477034
857	0.00934861278648975	0.0127059757792337	chr7	116164838	116201239	CAV1	0	+	36402	yes	down	0.442682965450689
858	0.0271790065604499	0.0152249134948097	chr7	116139654	116148595	CAV2	0	+	8942	yes	down	-0.836058693053891
861	0.000113301608882846	6.29366228208194e-05	chr21	36160097	36421595	RUNX1	0	-	261499	yes	up	-0.848196676763412
865	0.0268968285828984	0.0111697176543593	chr16	67063049	67134958	CBFB	0	+	71910	no	no	-1.26784335583417
867	0.0197710718002081	0.010989010989011	chr11	119076985	119178859	CBL	0	+	101875	no	no	-0.847329532868531
868	0.0213483146067416	0.012987012987013	chr3	105377108	105587887	CBLB	0	-	210780	no	no	-0.717052528284727
871	0.0629441624365482	0.0422654268808115	chr11	75273100	75283849	SERPINH1	0	+	10750	no	no	-0.5745945646082
874	0.721311475409836	0.383333333333333	chr21	37507262	37518860	CBR3	0	+	11599	yes	up	-0.912022920625917
883	0.0484848484848485	0.0231788079470199	chr9	131595220	131644354	CCBL1	0	-	49135	no	no	-1.06472760302166
889	0.0424242424242424	0.0233050847457627	chr7	91828282	91875414	KRIT1	0	-	47133	no	no	-0.864244138536333
890	0.36734693877551	0.14527027027027	chr4	122737598	122745088	CCNA2	0	-	7491	no	no	-1.33840376825396
891	0.0541310541310541	0.0384615384615385	chr5	68462836	68474070	CCNB1	0	+	11235	yes	down	-0.493040011280117
892	0.0778816199376947	0.0468883205456095	chr6	99990262	100016690	CCNC	0	-	26429	no	no	-0.73205428715627
896	0.0105820105820106	0.0049800796812749	chr6	41902670	42016632	CCND3	0	-	113963	no	no	-1.08737303484234
898	0.180608365019011	0.0718870346598203	chr19	30302900	30315215	CCNE1	0	+	12316	no	no	-1.32906121504271
899	0.0352155434122647	0.0201196302338227	chr16	2479394	2508859	CCNF	0	+	29466	no	no	-0.807608554184205
900	0.612021857923497	0.172839506172839	chr5	162864576	162872022	CCNG1	0	+	7447	no	no	-1.82415016460058
901	0.840579710144927	0.362204724409449	chr4	78078356	78091213	CCNG2	0	+	12858	yes	up	-1.21457926906456
902	0.042	0.0214592274678112	chr5	86690078	86708850	CCNH	0	-	18773	no	no	-0.968791187883591
904	0.0445304937076476	0.0176933158584535	chr12	49082240	49110781	CCNT1	0	-	28542	no	no	-1.33158916186302
905	0.0376344086021505	0.038107752956636	chr2	135676391	135716915	CCNT2	0	+	40525	no	no	0.0180322406744539
908	0.0803347280334728	0.0516795865633075	chr7	56119377	56131682	CCT6A	0	+	12306	no	no	-0.636429259110093
925	0.0612244897959184	0.102564102564103	chr2	87011727	87035519	CD8A	0	-	23793	no	no	0.744345124531804
928	0.012993762993763	0.00978792822185971	chr12	6309481	6347437	CD9	0	+	37957	no	no	-0.408743868974308
945	0.136363636363636	0.1875	chr19	51728334	51743274	CD33	0	+	14941	no	no	0.459431618637297
949	0.0155617802676626	0.0128577353795106	chr12	125262173	125348519	SCARB1	0	-	86347	no	no	-0.275370549518964
950	0.0783817951959545	0.0419407894736842	chr4	77079891	77135052	SCARB2	0	-	55162	no	no	-0.902164597386173
954	0.198757763975155	0.0718232044198895	chr9	139942550	139948503	ENTPD2	0	-	5954	no	no	-1.4684892908275
955	0.0609857978279031	0.0467196819085487	chr20	25176338	25207360	ENTPD6	0	+	31023	no	no	-0.384442860064405
957	0.185303514376997	0.112068965517241	chr14	74433180	74486026	ENTPD5	0	-	52847	no	no	-0.725503425181434
958	0.0473933649289099	0.0372093023255814	chr20	44746905	44758384	CD40	0	+	11480	no	no	-0.349021755769638
960	0.00436246747283025	0.0025155567324242	chr11	35160416	35253949	CD44	0	+	93534	no	no	-0.794266647865632
961	0.0852390852390852	0.060475161987041	chr3	107761940	107809935	CD47	0	-	47996	no	no	-0.495172382050674
965	0.0193631669535284	0.0105790645879733	chr1	117057155	117113715	CD58	0	-	56561	yes	down	-0.872102864222707
966	0.0473484848484848	0.0233440326816458	chr11	33724555	33758025	CD59	0	-	33471	no	no	-1.02026445204808
967	0.13903743315508	0.0280373831775701	chr12	56119226	56123457	CD63	0	-	4232	no	no	-2.31004974393345
968	1.64864864864865	1.43795620437956	chr17	7482804	7485429	CD68	0	+	2626	no	no	-0.197264235438087
973	0.8	0.291666666666667	chr19	42381189	42385439	CD79A	0	+	4251	yes	up	-1.45567948377619
975	0.150561797752809	0.0736596736596737	chr11	2398546	2418649	CD81	0	+	20104	no	no	-1.03140884881382
976	0.0289330922242315	0.0119139123750961	chr19	14491955	14519537	CD97	0	+	27583	no	no	-1.28007326609621
977	0.0480874316939891	0.0135730007336757	chr11	832951	838835	CD151	0	+	5885	no	no	-1.82492016664215
978	0.0218579234972678	0.0118203309692671	chr1	20915443	20945400	CDA	0	+	29958	no	no	-0.886885919948545
983	0.262376237623762	0.15358361774744	chr10	62538088	62554610	CDK1	0	+	16523	no	no	-0.772612729903978
984	0.0118238993710692	0.0152929493545184	chr1	1570602	1655859	CDK11B	0	-	85258	no	no	0.371160771182197
987	0.0149004999509852	0.00523957779633989	chr4	151185810	151936649	LRBA	0	-	750840	no	no	-1.50783826810406
988	0.041030534351145	0.0266193433895297	chr6	44355250	44418161	CDC5L	0	+	62912	no	no	-0.62422295772835
989	0.0107142857142857	0.00841423948220065	chr7	35840595	35946715	SEPT7	0	+	106121	no	no	-0.348630888426834
990	0.08731241473397	0.0726744186046512	chr17	38444145	38459413	CDC6	0	+	15269	no	no	-0.264739176793561
991	0.298850574712644	0.106870229007634	chr1	43824625	43828873	CDC20	0	+	4249	no	no	-1.48356430177221
993	0.0298076923076923	0.021203830369357	chr3	48198667	48229801	CDC25A	0	-	31135	no	no	-0.491359782923983
994	0.00590405904059041	0.00164609053497942	chr20	3767418	3786768	CDC25B	0	+	19351	no	no	-1.84266346225191
995	0.0294117647058824	0.00526315789473684	chr5	137620953	137674044	CDC25C	0	-	53092	no	no	-2.48239276708061
996	0.0113993710691824	0.0084070796460177	chr17	45195062	45266678	CDC27	0	-	71617	no	no	-0.439277583702181
997	0.332835820895522	0.135678391959799	chr19	531732	542087	CDC34	0	+	10356	no	no	-1.29461973295535
998	0.0764206401045069	0.0292565947242206	chr1	22379119	22419436	CDC42	0	+	40318	no	no	-1.38520048285276
999	0.0270793036750484	0.0133063349725195	chr16	68771194	68869444	CDH1	0	+	98251	no	no	-1.02507738394806
1001	0.000895656068069861	0.000611246943765281	chr16	68678150	68732957	CDH3	0	+	54808	no	no	-0.551189497119275
1013	0.0697674418604651	0.0348837209302326	chr16	89238162	89261900	CDH15	0	+	23739	no	no	-1
1017	0.131034482758621	0.0503597122302158	chr12	56360552	56366573	CDK2	0	+	6022	no	no	-1.37960457409455
1018	0.0845070422535211	0.0857142857142857	chr17	73996986	74002080	CDK3	0	+	5095	no	no	0.0204641025597155
1019	0.112107623318386	0.0655226209048362	chr12	58141509	58146230	CDK4	0	-	4722	no	no	-0.774819413694401
1020	0.226415094339623	0.289855072463768	chr7	150750898	150755052	CDK5	0	-	4155	no	no	0.356361591951236
1021	0.00587803085966201	0.00215285252960172	chr7	92234234	92465941	CDK6	0	-	231708	no	no	-1.44908343487866
1022	0.0302547770700637	0.0296010296010296	chr5	68530621	68573257	CDK7	0	+	42637	no	no	-0.0315155969026557
1024	0.00626780626780627	0.00810372771474878	chr13	26828755	26978569	CDK8	0	+	149815	no	no	0.37062511229257
1025	0.158415841584158	0.043859649122807	chr9	130548304	130553052	CDK9	0	+	4749	no	no	-1.85275043652558
1026	0.000794912559618442	0.000931098696461825	chr6	36644236	36655116	CDKN1A	0	+	10881	yes	up	0.228137928893876
1027	0.105	0.0588235294117647	chr12	12870203	12875316	CDKN1B	0	+	5114	no	no	-0.835924074254375
1028	3.8	3.42857142857143	chr11	2904447	2906995	CDKN1C	0	-	2549	no	no	-0.148391839892671
1029	0.0226700251889169	0.017875920084122	chr9	21967750	21994490	CDKN2A	0	-	26741	no	no	-0.342768493909579
1030	2.28571428571429	1	chr9	22002901	22009312	CDKN2B	0	-	6412	yes	up	-1.1926450779424
1031	0.857142857142857	0.363636363636364	chr1	51434366	51440309	CDKN2C	0	+	5944	yes	up	-1.23703919730085
1032	1.03703703703704	0.725	chr19	10677137	10679655	CDKN2D	0	-	2519	no	no	-0.516414519653926
1033	0.322448979591837	0.108504398826979	chr14	54863672	54886934	CDKN3	0	+	23263	no	no	-1.57131737256975
1039	0.111111111111111	0.0663934426229508	chr16	22357256	22385938	CDR2	0	-	28683	yes	down	-0.742890428123312
1040	0.0509803921568627	0.0212014134275618	chr4	85504056	85572493	CDS1	0	+	68438	no	no	-1.26578202339296
1045	0.730769230769231	0.262357414448669	chr13	28536204	28543505	CDX2	0	-	7302	no	no	-1.47788232781663
1047	0.0476190476190476	0.0769230769230769	chr4	141309606	141348815	CLGN	0	-	39210	no	no	0.691877704637668
1050	4.17924528301887	2.62629757785467	chr19	33790839	33793470	CEBPA	0	-	2632	no	no	-0.670212041077032
1051	2.30821917808219	1.22633744855967	chr20	48807119	48809227	CEBPB	0	+	2109	yes	up	-0.912424205445461
1054	0.195054945054945	0.10126582278481	chr19	33864574	33873592	CEBPG	0	+	9019	no	no	-0.945733227483089
1058	0.96551724137931	0.464285714285714	chr2	27008881	27017455	CENPA	0	+	8575	no	no	-1.05628913084654
1059	0.11522633744856	0.0730337078651685	chr20	3764497	3767337	CENPB	0	-	2841	no	no	-0.657836131277129
1060	0.0639810426540284	0.0250855188141391	chr4	68337988	68411256	CENPC	0	-	73269	yes	up	-1.35078972726372
1062	0.0213270142180095	0.00968188105117566	chr4	104026962	104119566	CENPE	0	-	92605	no	no	-1.13932272762864
1063	0.0390763765541741	0.0217076700434153	chr1	214776531	214837914	CENPF	0	+	61384	no	no	-0.848091811336808
1069	1.10526315789474	0.586206896551724	chrX	151995870	151999301	CETN2	0	-	3432	no	no	-0.914908063212408
1070	0.27906976744186	0.296610169491525	chr5	89689528	89705603	CETN3	0	-	16076	no	no	0.087942221564067
1072	0.376536312849162	0.107161526398327	chr11	65622284	65625804	CFL1	0	-	3521	no	no	-1.81300196787091
1073	0.382716049382716	0.2	chr14	35179587	35184029	CFL2	0	-	4443	no	no	-0.936274402389613
1075	0.0647773279352227	0.0220820189274448	chr11	88026759	88070941	CTSC	0	-	44183	no	no	-1.55261687649713
1102	0.194690265486726	0.175	chr13	49063098	49107392	RCBTB2	0	-	44295	no	no	-0.153825829051868
1104	0.0106995327419246	0.00953034461726136	chr1	28832454	28865708	RCC1	0	+	33255	no	no	-0.166947506187574
1106	0.0233345000583363	0.00737787826500863	chr15	93443550	93571237	CHD2	0	+	127688	yes	up	-1.66118666801834
